path	translation	split
common_voice_mn_18608232.mp3	We assume that such decision was made prior to election, in order to win voters’ sympathy.	dev
common_voice_mn_18608233.mp3	The work of the youngsters is separate anyway”” he thought and helped them by lifting one side of the firewood.	test_dup
common_voice_mn_18608240.mp3	Don’t postpone you will say something good tomorrow.	dev
common_voice_mn_18608242.mp3	Twenty five means your age is the same as my son’s.	test_dup
common_voice_mn_18608243.mp3	They said, make them drink three hundred gram alcohol.	dev
common_voice_mn_18608244.mp3	For that reason, please do not complain with him and do not throw a book.	dev
common_voice_mn_18608245.mp3	Only challenge is to break up with him the second time.	dev
common_voice_mn_18608246.mp3	It's not like I don't know how prison works.	dev
common_voice_mn_18608247.mp3	But it's all matters to me because he is a very kind sir.	test_dup
common_voice_mn_18608248.mp3	In case Austria attacks France, it is not clear that Alexander makes a war against them.	dev
common_voice_mn_18608249.mp3	What so delicate can it be?	dev
common_voice_mn_18608251.mp3	The sky is now terrible, and two hours feel like two years.	dev
common_voice_mn_18608252.mp3	One of the researchers pointed that “”China is interested in electrical cars besides hybrid cars”.	dev
common_voice_mn_18608253.mp3	All I did was to help to carry wooden briquette of Airag to car.	dev
common_voice_mn_18608254.mp3	Oh, Scarlett you are still a baby	dev
common_voice_mn_18608255.mp3	For the next problem, we should consider our new state reform.	test_dup
common_voice_mn_18608256.mp3	I have nothing to fear because I married a strong woman.	dev
common_voice_mn_18608257.mp3	I was dreaming about having short haircut.	dev
common_voice_mn_18608258.mp3	But we did not have any key that fits.	test_dup
common_voice_mn_18608259.mp3	Her wig was burnt and pajama was ripped.	dev
common_voice_mn_18608261.mp3	They keep scrolling their phones when the green light is on.	dev
common_voice_mn_18608262.mp3	This means today or never.	dev
common_voice_mn_18608263.mp3	they didn't like that lecture.	dev
common_voice_mn_18608264.mp3	Baldan trusts heavily that the lady did not think in a negative way.	dev
common_voice_mn_18608265.mp3	What book did read last time?	dev
common_voice_mn_18608266.mp3	At that time, most families had many kids, so they divided their privatized land and gave their ownership to their kids.	dev
common_voice_mn_18608267.mp3	Sometimes watching a play from the side gives you new ideas.	dev_covost
common_voice_mn_18608269.mp3	There is a boundary whether to share the happiness and sadness when the love is worthy.	dev
common_voice_mn_18608270.mp3	Tell me about the lady he was with.	dev_covost
common_voice_mn_18608271.mp3	The more time spent with love makes life the more joyful.	dev
common_voice_mn_18608272.mp3	I feel like she is trying to find ways to cheat on me.	dev
common_voice_mn_18608273.mp3	Damiran was crying and complaining “why you sent me”.	test_dup
common_voice_mn_18608274.mp3	The enemy shot Sambuu in his critical spot.	dev
common_voice_mn_18608275.mp3	After having dinner we have decided to explore the house for the second time.	dev
common_voice_mn_18608277.mp3	That is why we need to know about the conversation of these two that is happening quite often.	dev
common_voice_mn_18608279.mp3	Have you just talked with you mirror?	dev
common_voice_mn_18608280.mp3	Because these kind of problems are coming out, we are talking about the culture seriously.	dev
common_voice_mn_18608281.mp3	Do you understand that there is a difference.	dev
common_voice_mn_18608282.mp3	Of course we can't use this whole structure.	dev
common_voice_mn_18608283.mp3	This needs time and energy, so you should go to bed.	dev
common_voice_mn_18608284.mp3	Later you can collect it.	dev
common_voice_mn_18608285.mp3	They were living a happy life in their own planets.	dev
common_voice_mn_18608286.mp3	First of fall, we need to do planning on the small budgeting strategy.	test_dup
common_voice_mn_18608287.mp3	If you start to send emails about serious information, we could increase the sales.	dev
common_voice_mn_18608288.mp3	The warm hug of the nanny made Angelika feel disgusted for the first time ever.	dev
common_voice_mn_18608289.mp3	He has prepared a haystack to give away.	dev
common_voice_mn_18608290.mp3	The meaning of the Jod Luijin is cutting its root from the universe and sacrifices the body.	dev
common_voice_mn_18608291.mp3	You are my assistant.	test_dup
common_voice_mn_18608292.mp3	I don’t think there will be incidents like this.	dev
common_voice_mn_18608293.mp3	This is who I’m loving.	dev_covost
common_voice_mn_18608299.mp3	How come my father die like this?	dev
common_voice_mn_18608300.mp3	There is nothing to worry because Dendev is here.	dev
common_voice_mn_18608301.mp3	Worryingly asked Nikanor Ivanovich	dev
common_voice_mn_18608302.mp3	We worship Badamkhatan to bring peace to our home and willingness.	dev
common_voice_mn_18608303.mp3	Single white horse with sled is quietly moving forward.	test_dup
common_voice_mn_18608309.mp3	It snowed so much and the yard looked like a stack of hay.	test_dup
common_voice_mn_18608310.mp3	Bell was observing them and sat there for a long time.	test_dup
common_voice_mn_18608311.mp3	But what if he had this thought in his head.	test_dup
common_voice_mn_18608312.mp3	You know I will help you if my strength can handle it.	test_dup
common_voice_mn_18608313.mp3	I have started the lecture where my husband finished with patience and no voice change.	dev
common_voice_mn_18608325.mp3	My life was entirely survival.	dev
common_voice_mn_18608326.mp3	We got to know each other well after talking for a while.	dev
common_voice_mn_18608327.mp3	Being first of European leaders, Napoleon gave equal rights to Jewish people for the first time.	test_dup
common_voice_mn_18608328.mp3	You said eight hundred liters from each cow, right?	dev
common_voice_mn_18608345.mp3	Maybe they misinformed what he really said.	dev
common_voice_mn_18608346.mp3	Even the news agencies got full of errors.	dev
common_voice_mn_18608347.mp3	A path that is standing in space is the path of love.	dev
common_voice_mn_18608348.mp3	But try not to spill blood, he added.	dev
common_voice_mn_18608389.mp3	The wife came with a piece of paper and told all the elders about this.	test_dup
common_voice_mn_18608390.mp3	They never beat fast after that.	dev
common_voice_mn_18608391.mp3	Vantai Gungereg prayer is done for the dead person to help to find its next life better body and lead its way right.	dev
common_voice_mn_18608392.mp3	He followed him to the dark end of the tunnel.	dev
common_voice_mn_18608393.mp3	The detective came to the place of a crime with polices in emergency.	dev
common_voice_mn_18608396.mp3	I will participate in the war to get the invader forces away.	dev
common_voice_mn_18608397.mp3	I did not expect that this tiny girl would say that.	dev
common_voice_mn_18608398.mp3	The tombs of that period can prove that Islam was flourishing in the town of Damascus.	test_dup
common_voice_mn_18608399.mp3	If you explain it to them in a same way, some of them won’t like it.	dev
common_voice_mn_18608400.mp3	Some times they were mixing an artificial ingredient in their medicinal herb and sold it.	dev
common_voice_mn_18608401.mp3	Then I noticed someone was sleeping in the bed.	dev
common_voice_mn_18608403.mp3	Galileo introduced the difference between objective reality and subjective reality.	dev
common_voice_mn_18608404.mp3	Why are you bringing calf into home?	dev
common_voice_mn_18608405.mp3	The leaders of this party are valued in Western countries by their action on stopping the cold war and shutting down the Wall of West Berlin.	dev
common_voice_mn_18608406.mp3	Sometimes it is easy to get acquainted with girls.	test_dup
common_voice_mn_18608407.mp3	Other than that, I could have sent my son”” she said, and I did not know she was saying this for real.	dev
common_voice_mn_18585574.mp3	You’re telling me that I’m not a wealthy woman?	dev
common_voice_mn_18585575.mp3	After the Democratic Revolutionary Party won, Mongolia has started the era of reform.	dev
common_voice_mn_18585576.mp3	I am not supposed to talk about this.	dev
common_voice_mn_18585577.mp3	Hayan has disappeared.	dev
common_voice_mn_18585578.mp3	Most of the athletes predicted for the medals have disappointed their compatriots.	dev
common_voice_mn_18585586.mp3	As a person who likes money, it's a great excuse.	dev
common_voice_mn_18585588.mp3	So we gonna start exploration and mining in short period of time and create a specific accumulation.	dev
common_voice_mn_18585591.mp3	My wife buy food for the birds, which visit our kindergarten often, to make them full.	dev
common_voice_mn_18585592.mp3	In front of him there was a dead of very young lady was floating.	dev
common_voice_mn_18585593.mp3	Of course, this event has gone.	dev
common_voice_mn_18585605.mp3	When the child doing its homework, it is not important to glue it right or not.	dev
common_voice_mn_18585607.mp3	If you assemble your people with a guarantee and compliment, they will be honest.	dev
common_voice_mn_18585609.mp3	The dangerous side of the dog which looks like a wolf is that it is not good at identifying people.	dev
common_voice_mn_18585611.mp3	He even used to go to war with them.	dev
common_voice_mn_18585612.mp3	You did not tell us your name.	dev
common_voice_mn_18585620.mp3	Especially the name is considered to be relevant to the “Hun” part of The Hunnu Empire.	dev
common_voice_mn_18585621.mp3	I have heard this word from many people.	dev
common_voice_mn_18585622.mp3	Another advantage is that you can look up word’s meaning in a dictionary.	dev
common_voice_mn_18585623.mp3	Goodbye my brother twelve months.	dev
common_voice_mn_18585624.mp3	Histories and myths are not considered as a fact in anthropology.	dev
common_voice_mn_18585644.mp3	He rested his head on his knees and moaned silently.	dev
common_voice_mn_18585647.mp3	Would you give us two pieces from the seven you have?	dev
common_voice_mn_18585648.mp3	We might get arrested.	dev
common_voice_mn_18585666.mp3	I don’t know if he arrived at top!	dev
common_voice_mn_18585667.mp3	I could tell by the situation that he did not work since morning.	dev
common_voice_mn_18585674.mp3	People bring actors and artists front of foreign ministers when meeting occurs.	dev
common_voice_mn_18585682.mp3	It is going to be dark outside very soon.	dev
common_voice_mn_18585683.mp3	After that this place will be hard to live in.	dev
common_voice_mn_18585684.mp3	I still do not understand why I have said that before.	dev
common_voice_mn_18585685.mp3	And we talked about many stuff while walking around the city.	dev
common_voice_mn_18585686.mp3	I am tired of cleaning all of that.	dev
common_voice_mn_18585687.mp3	In good deeds books, there is praise like “Monk people should distribute Buddha’s telling.	dev
common_voice_mn_18585688.mp3	She cried that she don’t want to take a shower.	dev
common_voice_mn_18585700.mp3	Dancing on the high heels turns legs muscled and slim.	dev
common_voice_mn_18585701.mp3	But thought of forgetting Saran was not so hard for me.	dev
common_voice_mn_18585702.mp3	When I return home all tired, I hear singing voice from downstairs.	dev
common_voice_mn_18585703.mp3	I am about to start my television after I went to my home.	dev
common_voice_mn_18585718.mp3	These people are motivating youngsters to do good things by sharing their viewpoint through art.	dev
common_voice_mn_18585719.mp3	There is an unhappy couple's statue with bald heads, and their backs are sewed together.	dev
common_voice_mn_18585720.mp3	I was scared they died.	dev
common_voice_mn_18585721.mp3	Chingis Khan spent this summer at the fish river.	dev
common_voice_mn_18585723.mp3	Or have you been friends with March’s sisters?	dev
common_voice_mn_18585753.mp3	We are thankful to you to share this information with us.	dev
common_voice_mn_18585754.mp3	Because we don’t know when we will meet again.	dev
common_voice_mn_18585755.mp3	She even does not want to be perceived as an important person.	dev
common_voice_mn_18585756.mp3	That person kept screaming all day and night over our roof.	dev
common_voice_mn_18585757.mp3	We are becoming more and more interested in artificial intelligence as days pass by.	dev
common_voice_mn_18585783.mp3	Are you going to abort?	dev
common_voice_mn_18585784.mp3	It’s good that you find yourself.	dev
common_voice_mn_18585785.mp3	Walking around alone in a foreign country is like a blind person walking by touching things.	dev
common_voice_mn_18585786.mp3	Do you think globalization influenced China’s life expectancy to rank the second place in the world?	dev
common_voice_mn_18585787.mp3	[TO REMOVE]	dev
common_voice_mn_18585799.mp3	It was Sonom chief, who has organized all this.	dev
common_voice_mn_18585801.mp3	Sometimes it is not enough to just forgive others.	dev
common_voice_mn_18585802.mp3	This article repeated previous words, but there is no visible and testable speech here.	dev
common_voice_mn_18585803.mp3	Why do you wishing some weird stuff?	dev
common_voice_mn_18585804.mp3	After that he ate one bite from tail of the sheep which he complained about and laid down.	dev
common_voice_mn_18585813.mp3	If you want to increase the value of someone, you have to value them first.	dev
common_voice_mn_18585814.mp3	They don’t need this.	dev
common_voice_mn_18585815.mp3	Yes, that is what’s happening, is the response that still shows nervousness.	dev
common_voice_mn_18585816.mp3	Also me cleaned, washed and sewed everything.	dev
common_voice_mn_18585817.mp3	they said that's thought of all man and then smiled.	dev
common_voice_mn_18585823.mp3	I had one thing to ask.	dev
common_voice_mn_18585824.mp3	Worryingly asked Nikanor Ivanovich	dev_covost
common_voice_mn_18585825.mp3	Since I have initiated, I will tell you everything.	dev
common_voice_mn_18585826.mp3	Went to the bedroom and took away the bed cover straight away.	dev
common_voice_mn_18585827.mp3	He might have been in charge before the King.	dev
common_voice_mn_18585843.mp3	The secret of this world is to being sacred.	dev
common_voice_mn_18585844.mp3	After that they became very close to each other and made a great friendship.	dev
common_voice_mn_18585845.mp3	My mother was still standing and looking at me when she came to the kitchen.	dev
common_voice_mn_18585846.mp3	I gave him my gray horse and took a mare in exchange.	dev
common_voice_mn_18585847.mp3	Then the grey army has become nonexistent like fog that is disappeared by wind.	dev
common_voice_mn_18585878.mp3	Anger and temperament are the destruction of mind.	dev
common_voice_mn_18585879.mp3	Just don’t leave me”” she said with pouring tears from her both eyes.	dev
common_voice_mn_18585881.mp3	The Eastern khuree town’s part or Dashchoilin monastery’s name in Mongolian is called “Ulzii khutagt nomiin khurd”.	dev
common_voice_mn_18586033.mp3	There was a little letter inside the blanket when I came the next day.	dev
common_voice_mn_18586034.mp3	The honor medal appeared when took from Khalkh river war.	dev
common_voice_mn_18586035.mp3	I am not thinking about disgracing young generation and discriminate them from community.	dev
common_voice_mn_18586036.mp3	Tuul village’s veterinarian told his horse “Diseased”.	dev
common_voice_mn_18963241.mp3	They were competing for same listeners, same students, same funding for research and same recommendation project.	dev
common_voice_mn_18963242.mp3	We don’t have time to stuck with you.	dev
common_voice_mn_18963243.mp3	There is chance for everyone in this ring to forge and wrestle.	dev
common_voice_mn_18963244.mp3	There was nothing that looked sad about Chuluun, his short hair style was shining better.	dev
common_voice_mn_18963245.mp3	I didn’t tell real story to anyone, even to my homeroom teacher.	test_dup
common_voice_mn_18963246.mp3	It’s a time outside of the time.	test_dup
common_voice_mn_18963247.mp3	Oh god, what should we do now.	dev
common_voice_mn_18963249.mp3	Don't you afraid of them?	dev
common_voice_mn_18963250.mp3	Please take care until I come back, he said.	dev
common_voice_mn_18963251.mp3	Lieutenant is sitting thinking deeply about something.	dev
common_voice_mn_18963252.mp3	Now I am trying to have fixed work.	dev
common_voice_mn_18963253.mp3	He looks confident about himself.	test_dup
common_voice_mn_18963254.mp3	Tserendagva is quiet but an expedite person.	dev
common_voice_mn_18963255.mp3	He could have had work.	dev_covost
common_voice_mn_18963256.mp3	But if we postpone their offer and send another person, whom are we saving?	dev
common_voice_mn_18963257.mp3	Last night I was alone and almost fainted.	test_dup
common_voice_mn_18963258.mp3	The male marten is upset and he’s walking back and forth while exposing his chest.	dev
common_voice_mn_18963259.mp3	Zayat knows this door very well.	test_dup
common_voice_mn_18963260.mp3	You will come tomorrow morning if nothing happens.	test_dup
common_voice_mn_18963261.mp3	Companies relationship is divided into two categories, formal and informal.	dev
common_voice_mn_18963262.mp3	A class gives us the brightest days in our school days.	dev
common_voice_mn_18963264.mp3	People become better by developing their senses on things.	dev
common_voice_mn_18963265.mp3	Yet, each day and month passes by, I think about it even more.	dev
common_voice_mn_18963266.mp3	But you shouldn’t think that this law will apply right away.	dev
common_voice_mn_18963267.mp3	He said how will I make clothes fit and got mad and didn’t do it again.	dev
common_voice_mn_18963268.mp3	He has no words after responding.	dev
common_voice_mn_18963269.mp3	But it is enough if you do training that you can do.	dev
common_voice_mn_18963270.mp3	Even door of my sister’s room was swinging back and forth.	dev
common_voice_mn_18963271.mp3	How do they bury the dead ones!	dev
common_voice_mn_18963272.mp3	She is one of the most beautiful ladies of our castle.	test_dup
common_voice_mn_18963273.mp3	You shouldn’t look away from the important things that make you.	dev
common_voice_mn_18963274.mp3	The most important and complicated thing about online translation is to find accurate translation.	dev
common_voice_mn_18963275.mp3	Deel’s sleeve or shushiv is very broad ahead and it’s decorated colorfully.	dev
common_voice_mn_18963276.mp3	A boy was really surprised at what he has seen inside.	dev
common_voice_mn_18963278.mp3	The strong fences need to be built for both of them because It is so dangerous.	dev
common_voice_mn_18963279.mp3	Even better people than you can’t do it.	dev_covost
common_voice_mn_18963280.mp3	Temujin was standing with his friends on the mountain he used to climb before.	test_dup
common_voice_mn_18963282.mp3	But I still love this restaurant.	test_dup
common_voice_mn_18963283.mp3	It is so easy for women to love themselves.	dev
common_voice_mn_18963284.mp3	It is declared that who united Ungar and found a country Majar nationality was a generation of Atilla king.	dev
common_voice_mn_18963285.mp3	I want to talk about something with this person.	test_dup
common_voice_mn_18963286.mp3	These four student desks will be in one room.	dev
common_voice_mn_18963287.mp3	Allow me to announce the courtroom order.	dev
common_voice_mn_18963289.mp3	He did not had a willpower to unite the Association.	test_dup
common_voice_mn_18963290.mp3	Split group pieces will be a system.	dev
common_voice_mn_18960761.mp3	What we saw was beyond our imagination so we still doubt our eyes.	dev
common_voice_mn_18960795.mp3	They found next to ancient hotels.	dev
common_voice_mn_18960796.mp3	If a capitalist needs money, he will work harder.	dev
common_voice_mn_18960797.mp3	Traders thanked that man and called him their savior.	dev
common_voice_mn_18960798.mp3	From the other side, you are very good boy, who can keep secret.	dev
common_voice_mn_18960799.mp3	Therefore, the corporate internal atmosphere encourages equality.	dev
common_voice_mn_18960802.mp3	I know that I don’t need to come here so many times.	dev
common_voice_mn_18960804.mp3	One day they came to their sister Maria with a plan.	test_dup
common_voice_mn_18960805.mp3	Nothing better than taking a break amongst nature and fresh air.	dev
common_voice_mn_18960807.mp3	But they get dressed and went to the street.	dev
common_voice_mn_18960808.mp3	It is revealed that invitation senders got the address wrong and sent the wrong invitations.	dev
common_voice_mn_18960809.mp3	But you are a model!	dev_covost
common_voice_mn_18960810.mp3	Natural wealth has to become the property of civilians.	dev_covost
common_voice_mn_18960812.mp3	Time, you got me attached to him.	dev
common_voice_mn_18960814.mp3	Manchurians also made up a fake story and made some greedy Mongolian royals fall for that.	dev
common_voice_mn_18960815.mp3	I think I’m missing my home.	dev
common_voice_mn_18960816.mp3	I was able to get a loan for Romania.	dev
common_voice_mn_18960817.mp3	People prefer to die in their birth place than in any other place.	dev
common_voice_mn_18960818.mp3	If you won’t enter process method correctly you won’t read data correctly.	dev
common_voice_mn_18960819.mp3	But there is always a better way.	test_dup
common_voice_mn_18960820.mp3	Now the son is living happily with her mother.	dev
common_voice_mn_18960822.mp3	After the fall harvest, they took a six-month tractor course when it opened.	dev
common_voice_mn_18960823.mp3	Didn’t leave the factory even for a second.	dev
common_voice_mn_18960825.mp3	There wasn’t change in his face expression and gaze.	dev
common_voice_mn_18960826.mp3	The creators of the movie about a group of guys facing hardships during a trip, met their fans and spoke.	dev
common_voice_mn_18960827.mp3	said and saw under hole of pot.	dev
common_voice_mn_18960829.mp3	School was only one bus stop away from their home.	dev
common_voice_mn_18960830.mp3	When the occasions arise all of them would try to come to his house for a glass of wine.	dev
common_voice_mn_18960831.mp3	A guy prayed for few hundred meters and went back to bring the carriage and continue to pray.	dev
common_voice_mn_18960832.mp3	The one who is full of patience achieves the success.	test_dup
common_voice_mn_18960834.mp3	By proving a code for each one of them, there is an opportunity to create on the computer and use it online.	test_dup
common_voice_mn_18960835.mp3	He couldn’t swim the way out because he was wearing armor shield that the king gave him.	dev
common_voice_mn_18960836.mp3	I will not only point out my own son.	dev
common_voice_mn_18960837.mp3	Coffee must be provided on the table or in living room.	dev
common_voice_mn_18960839.mp3	But I had an impression that wouldn’t mind.	test_dup
common_voice_mn_18960840.mp3	I am in a hurry to meet someone.	dev
common_voice_mn_18960843.mp3	The other one was young and bound his head with white towel.	test_dup
common_voice_mn_18960845.mp3	It was easier for Hungarians to protect because count of people was way bigger and the attack accelerated.	dev
common_voice_mn_18960848.mp3	Actually it isn’t wrong if he talks that.	dev
common_voice_mn_18960849.mp3	The rider with Red clothes on and white horse, is being quite bold leaving the others one mile behind him.	dev
common_voice_mn_18960855.mp3	This comes to your hand by thinking and as per the writer’s judgement.	dev
common_voice_mn_18960856.mp3	He told that he hasn’t laughed this much in his life.	dev
common_voice_mn_18960858.mp3	I advice you to be kind to people who come here and must see off them with smile and gratitude.	dev
common_voice_mn_18960859.mp3	Their uncle did not come even after the dining was delayed by an hour.	test_dup
common_voice_mn_18960864.mp3	It’s like someone has spread this parasite intumescence for a purpose.	dev
common_voice_mn_18960868.mp3	A bad student will kill it’s teacher.	dev
common_voice_mn_18960869.mp3	He didn’t remember anything he did afterwards.	dev
common_voice_mn_18960870.mp3	You can explain the connection to High Mongolian by this law of relation.	dev
common_voice_mn_18960872.mp3	But I had felt another warmth in my heart.	dev
common_voice_mn_18960874.mp3	Residents from Rio city shouted “You can’t do this to people who bought tickets	dev_covost
common_voice_mn_18960890.mp3	Beilor’s aggression has softened.	dev
common_voice_mn_18960891.mp3	Some people can believe in oral evidence and others can believe in historical evidence.	dev
common_voice_mn_18960893.mp3	Our sorrow is endless.	dev
common_voice_mn_18960894.mp3	Atlantic ocean and Gulf stream affect Britain’s weather.	dev
common_voice_mn_18960912.mp3	The most tormenting thing is that the boy has been missing.	dev_covost
common_voice_mn_18960914.mp3	A guy who caught on his quiet intent look, got flustered.	dev
common_voice_mn_18960915.mp3	About the implementation of this law and its disobedient information will be received to send to the officials for the solution of problem.	dev
common_voice_mn_18960916.mp3	The road was fixed by the two tanks that brought from armed force, because it was too bumpy for cars to drive over.	dev_covost
common_voice_mn_18960917.mp3	Choibalsan has also thought that way.	test_dup
common_voice_mn_18960918.mp3	The sharp sewing tool for carpets thought itself as a pin.	test_dup
common_voice_mn_18960920.mp3	Children are so busy with carrying dirt and woods.	test_dup
common_voice_mn_18960921.mp3	What am I exactly going into?	dev
common_voice_mn_18960922.mp3	But now union members and their family members are left and starving.	dev
common_voice_mn_18960925.mp3	You jerk, I’m being hostile to you, not because you have beaten my child.	test_dup
common_voice_mn_18960926.mp3	According to award scale, plan and bill of emeritus will automatically get into your head if you get Altangadas.	dev
common_voice_mn_18960927.mp3	Rich gentlemen are gathered there.	dev
common_voice_mn_18960929.mp3	This woman must go tomorrow morning.	dev
common_voice_mn_18960931.mp3	Getting information is one sector of online linguistic information search.	dev
common_voice_mn_18960932.mp3	I will close the door so that I will not to disturb you.	dev
common_voice_mn_18960933.mp3	Your father was talking about your marriage before he died.	dev
common_voice_mn_18960942.mp3	He succeeded to escape without obstacles in middle of night because the bullet didn’t get to him.	dev
common_voice_mn_18960944.mp3	With this Diploma work, I have tried to help to identify the current situation of religion in Mongolian.	dev_covost
common_voice_mn_18960945.mp3	My father will catch me from wherever I am.	dev
common_voice_mn_18960946.mp3	So that's why I quickly came to Mongolia to meet you.	test_dup
common_voice_mn_18960948.mp3	.After then Gansukh slipped on his stool and dropped when he was putting the cap of a plate.	test_dup
common_voice_mn_18960949.mp3	Many people don’t believe about his personality but there was no proof about that.	dev
common_voice_mn_18960951.mp3	Falling on your back would be better and more safe than getting on knees or warp when falling.	dev
common_voice_mn_18960952.mp3	Please wish me luck wile on a difficult and harsh trip!	dev
common_voice_mn_18960954.mp3	Their wedding brought the immigrant woman an opportunity to get American citizenship.	dev
common_voice_mn_18960955.mp3	I promised myself that I will never be in this kind of situation and will take care of myself.	dev
common_voice_mn_18960961.mp3	Of course, it doesn’t matter to him/her.	dev_covost
common_voice_mn_18960962.mp3	His book was banned from being published for years.	dev
common_voice_mn_18960963.mp3	There are rose pedals spread out on the way back from war to the winner’s home too.	dev
common_voice_mn_18960964.mp3	If you get up you will achieve one goal.	dev
common_voice_mn_18960967.mp3	Then shall we play hide and seek?	dev
common_voice_mn_18960968.mp3	Then doctor said that they should go talk on top of tower.	dev
common_voice_mn_18960969.mp3	I sent a request declares that I want to go to Gork school to Aimag Party committee but they didn’t accept.	dev
common_voice_mn_18960972.mp3	What did you have exactly?	dev
common_voice_mn_18960973.mp3	Above mentioned, is the memory of the first years since the war has broken out.	dev
common_voice_mn_18960975.mp3	Three kinds of bears population that lives in southern region of Bosporus sea is decreasing.	dev
common_voice_mn_18960976.mp3	The lord will get angry, please officer.	test_dup
common_voice_mn_18960977.mp3	Gansukh believed when he said “You mom might have saved it for you to wear it.	dev
common_voice_mn_18960978.mp3	Only you saw where he hid a bag, right?	dev
common_voice_mn_18960982.mp3	Herders’ work is connected to your strict work in many ways.	dev
common_voice_mn_18960984.mp3	Remember that knowledge is power.	dev
common_voice_mn_18960985.mp3	After that terrifying things happened.	dev
common_voice_mn_18960986.mp3	This is the exact opposite of scientist Baeron’s opinion who did the research on matching.	dev
common_voice_mn_18960988.mp3	I saw him as soon as I walked in.	dev
common_voice_mn_18960989.mp3	He started talking that the place had remarkable natural sightseeing, like mountains, river and flowers.	dev_covost
common_voice_mn_18960990.mp3	Sometimes I have a bad reputation to go over people.	dev_covost
common_voice_mn_18960996.mp3	Investigator didn’t tell you that I am going there.	dev
common_voice_mn_18961000.mp3	It seemed like he couldn’t even carry his own head.	dev
common_voice_mn_18961012.mp3	Judging from these, there is no PURE MONGOLIAN NATIONALITY today genetically.	dev
common_voice_mn_18961014.mp3	Didn’t you know I was thinking in the same way?	dev_covost
common_voice_mn_18961015.mp3	You can see that this is the most important thing for a believer of research.	dev
common_voice_mn_18961016.mp3	They said, poor you, you had a chance as well.	test_dup
common_voice_mn_18961017.mp3	An indescribable friendly vibe was made among the three brothers.	dev
common_voice_mn_18961020.mp3	Not because I want to forget my suffering, but to get to understand it better.	dev
common_voice_mn_18961026.mp3	their dad beat them with а broken stick for breaking the vase on the rack this morning.	dev_covost
common_voice_mn_18961029.mp3	She felt how fast her heart beat was, hammering behind her shirt.	dev
common_voice_mn_18961030.mp3	Mr. Barbara, I will give the instruction.	test_dup
common_voice_mn_18961036.mp3	Do not be jealous about anyone.	dev
common_voice_mn_18961038.mp3	You need to remember there is no people’s death without customer satisfaction.	test_dup
common_voice_mn_18961039.mp3	But they always take orders from outside.	dev
common_voice_mn_18961040.mp3	I brought you up by feeding you with my breast milk but I failed to protect you.	dev
common_voice_mn_18961046.mp3	But then a helicopter and nine soldier-cars came after the rebels.	dev_covost
common_voice_mn_18961047.mp3	For what reasons, was he listening to hum talking to himself?	dev
common_voice_mn_18961051.mp3	Because he always failed the class.	dev
common_voice_mn_18961052.mp3	His wife was sleeping and couldn’t wake up.	dev
common_voice_mn_18961053.mp3	Anyway, I am not planning to send her back.	dev
common_voice_mn_18961054.mp3	I became brothers with the King of the Skies.	dev
common_voice_mn_18961056.mp3	The topics regarding innovation should be called reformation.	dev
common_voice_mn_18961057.mp3	How did you find him?	dev
common_voice_mn_18961058.mp3	In other words, Buddhism is not taking a big place in world’s religion with this index.	dev
common_voice_mn_18961059.mp3	Robot warned not to enter the border.	dev
common_voice_mn_18961060.mp3	A man killed a woman at the bus stop with a cold weapon.	dev
common_voice_mn_18961211.mp3	Generally his behavior is awful.	dev
common_voice_mn_18961215.mp3	Your skin is soaked with alcohol and you smell alcohol every time.	dev
common_voice_mn_18577538.mp3	That city will be still despite any forces.	dev
common_voice_mn_18577539.mp3	He might be forget to charge when he is so busy.	dev
common_voice_mn_18577540.mp3	Lady threatened after she saw this situation.	dev_covost
common_voice_mn_18577541.mp3	When I was unable to move anywhere, bunch of people came to my house.	dev
common_voice_mn_18577542.mp3	Electrophysiological diagnostics, investigation and catheter ablation procedure using radiofrequency energy can now be performed.	dev
common_voice_mn_18577554.mp3	The Gongor book is recited to multiply goodness and deeds.	dev
common_voice_mn_18577555.mp3	When it comes to office attire, employees choose their own clothes based on their individual taste and liking.	dev
common_voice_mn_18577556.mp3	He seemed to have fun sitting around and smoking.	dev
common_voice_mn_18577557.mp3	It resides between Atlantic ocean from the west and the Irish sea from the east.	dev
common_voice_mn_18577558.mp3	Above mentioned, is the memory of the first years since the war has broken out.	dev_covost
common_voice_mn_18577579.mp3	We did not have any plan to earn money from the music album, but made it specifically for our children.	dev
common_voice_mn_18577580.mp3	To analyze it, I saw that they gave us the set of three ideas.	dev
common_voice_mn_18577581.mp3	The soul of develop independently is allowance of personal property.	dev
common_voice_mn_18577582.mp3	We will monitor the breakdown of the project report again, then the members will be informed about it after the New Year.	dev
common_voice_mn_18577583.mp3	I did not expect that this tiny girl would say that.	dev_covost
common_voice_mn_18629303.mp3	Upper Mongols describe themselves as more civilized, as they are less superstitious compared to Tibetans.	test_dup
common_voice_mn_18629309.mp3	I met him several times before.	test_dup
common_voice_mn_18629310.mp3	Further more, we even experimented the system to identify the file in Mongolian script.	dev
common_voice_mn_18629311.mp3	Our lumber department development is better than in other countries.	dev
common_voice_mn_18629312.mp3	Your thoughts are like a leeward of mountain.	dev
common_voice_mn_18629338.mp3	I was freed from the long time torture from them here.	dev_covost
common_voice_mn_18629339.mp3	Parents are starting to worry about their children spending their time watching a television.	test_dup
